Type,Content,Username,User Reputation,Upvotes,Is Moderator
Comment on Question,"I think sooner or later someone will make a browser plugin to select questions from the web and show its answers. People can easily select the questions on SE and see the AI-generated answers. And we can't affect this. Anyway, this will reduce the need to copy paste. So for people who want to read its answers (and thus opposing the ban), this plugin will reduce the need to oppose the ban.",Ooker,6016,1,0
Comment on Question,"@ChrisRogers Please see How can we identify ChatGPT-generated posts? But as Makyen says there: ""We (mods and some users working specifically on handling these posts) have not been publicly sharing information as to how we detect such posts, because doing so would give people using ChatGPT information that would be directly helpful to avoid detection"".",PM 2Ring,1208,1,0
Comment on Question,"@tuskiomi True, there's a lot of plagiarism on the network, some due to ignorance, some wilful. If I suspect that the author is simply ignorant, I try to educate them in a brief, polite comment. Sometimes, (eg, when I recognise material from Wikipedia) I edit in an attribution myself. If it looks like wilful plagiarism, I flag it. Obviously, these processes don't scale well if a site gets inundated with ChatGPT content.",PM 2Ring,1208,1,0
Comment on Question,"While I agree that ChatGPT generated content does not belong in any StackExchange site, surely, to effectively ban this content we need to determine its existence. Apart from lack of citations, what definitive clues are there to determine that an answer was generated with ChatGPT compared to a basic uncited answer?",Chris Rogers,1033,1,0
Comment on Question,"This whole ordeal is a tragic comedy, wherein humans are trying desperately to define themselves separately from AI, and the only thing they can muster is that the AI makes the same mistakes humans do to a somewhat greater extent.   The only difference is in this case the AI is Odysseus and Stack Exchange is Charybdis. One day the arrow will perfectly pierce the axe handles, and we are not prepared.",tuskiomi,268,1,0
Comment on Question,"@tuskiomi As I mentioned here some ChatGPT output is synthesised from numerous sources, but some of it directly quotes long passages from a single source. That kind of plagiarism is actually quite common with the computer code that it produces.",PM 2Ring,1208,3,0
Comment on Question,"@starball it's also important to note that AI's cannot produce copyrighted works. This holds no water in a criminal context. It may have some recourse in a civil context, but the claim would be limited in damages, extremely so.  That's not to say you should break any ToS, but the recourse is limited, the ethics of the demands are dubious, and what you're really asking for is for stack exchange to enforce a contract between two third parties... It is a liability at  best.",tuskiomi,268,1,0
Comment on Question,"@starball if only people would follow policy, lol. They don't. They want easy rep, and they'll do anything for that. So this crappy ChatGPT thing is the jackpot for them: way to write answers that look smart, get upvotes, and hard to detect it's not legit.",Shadow Wizard,174620,11,0
Comment on Question,"@tuskiomi ok thanks. Important note: ChatGPT's sharing and publication policy requires that ""The role of AI in formulating the content is clearly disclosed in a way that no reader could possibly miss, and that a typical reader would find sufficiently easy to understand.""",starball,28971,11,0
Comment on Question,"@Slate At some point (probably sooner, rather than later) it may be necessary to clearly state on answering page that posting AI generated answers (on sites that don't allow them) is not acceptable and can result with account suspension. There are many policies that are not clearly stated and people post garbage because of that, but AI answers are way worse for detecting. There needs to be clear signal, and then there will be no surprises if someone gets a suspension. Also this could significantly reduce the influx of AI generated answers.",Resistance Is Futile,21351,7,0
Comment on Question,"IANAL: Plagiarism, as used on our sites, is simply presenting a work as your own. If you didn't create it, it's not your work. As a non-existent thing ChatGPT doesn't own the copyright, and it seems that the user receiving the response is given what amounts to the Unlicense, or perhaps becomes the owner, even as far as copyrights are concerned. But, it's not a question of whether or not it's a copyright violation, or against what ever license you have to use the content. It's really a binary decision: did you create it [not plagiarism], or did someone (something?) else create it [plagiarism]?",Chindraba,2608,11,0
Comment on Question,@JoshL1516 Because there's simply too much incorrect answers being generated to properly distinguish between them. We do not have the manpower for this level of quality control needed.,Mast,6840,22,0
Comment on Question,Why are we completely against ChatGPT? Is everyone afraid for their jobs? Why not simply make a daily limit and if the user continues to churn out unhelpful answers that it is obvious that they did not edit or work on then ban them?,JoshL1516,100,1,0
Comment on Question,"We have begun internal discussions to identify options for addressing this issue. We’re also reading what folks write about the topic on their individual sites, as one piece of assessing the overall impact. While we evaluate, we hope that folks on network sites feel comfortable establishing per-site policies responsive to their communities’ needs.",Slate,9829,36,1
Comment on Question,"I just got it from skimming. Technically, the service doesn't allow you sharing output as is your own creation. Which answerers have been doing. But there is probably nothing the service can really do. At most, they'd cancel your plan for that account. If they bother at all. But then you can probably just register a new account ant continue. There is nothing they can really do about that output already in the wild. IMO, the clause is there to just cover themselves if somebody says ""Some output from your service was used for <some abuse>"" then they can just say it's not their responsibility.",VLAZ,15232,5,0
Comment on Question,"So, not plagiarism, but misrepresentation?",Cerbrus,7859,0,0
Comment on Question,"@Cerbrus interesting - under Restrictions it says ""[You may not] (v) represent that output from the Services was human-generated when it is not""",VLAZ,15232,14,0
Comment on Question,"@ErikA fair enough, IF I encounter any I shall pick low-quality contributions as the suspension reason, just to be sure it won't be overturned in a court of copyright law. :)",Tinkeringbell,41242,0,1
Answer,"Sadly, this got another major hit, probably the final blow: What is the network policy regarding AI Generated content?
In short, moderators are no longer allowed to suspend users when they suspect the posts are generated by ChatGPT, or other AI software, not even when using any of the existing detectors.
This can have only one result: ChatGPT answers are going to flood all the sites, and there's nothing to stop it anymore. This is a historical moment, the beginning of the end of Stack Exchange, which lost direction utterly and completely.
",Shadow Wizard,174620,13,0
Comment on Answer,"We can delete ""low quality"" answers. That's pretty standard procedure on a lot of sites, going back before AI.",Laurel,56333,2,0
Comment on Answer,"@Laurel but why did you change it in the first place? If it was correct, why you removed it?",Shadow Wizard,174620,2,0
Comment on Answer,You can revert if you want.,Laurel,56333,0,0
Comment on Answer,"@Laurel you did not fix grammar, you made a major change in my answer. Are moderators still allowed to delete answers, and just not suspend the users? If so, should clarify, if not, should roll back the change.",Shadow Wizard,174620,0,0
Answer,"I asked this question directly to ChatGPT (the text of the OP's question):

Use of ChatGPT generated text for posts on Stack Overflow is temporarily banned.
However, the reasons for the ban really apply to much or all of the network, and certainly for sites that are similar in nature to Stack Overflow.
I suggest (temporarily) banning ChatGPT network-wide.
It turns out that ChatGPT can give correct (or correct-looking) answers even for subjects of sites that are not at all like Stack Overflow. I asked an unanswered question from Judaism.SE and got a fairly good answer.

Its answer was:

This is a problem because it can mislead people who are looking for help, and it can also give an unfair advantage to ChatGPT users who are also answerers on Stack Overflow.

So, even ChatGPT itself agrees with the ban. Ban away!
",Robert Columbia,33162,25,0
Comment on Answer,meta.stackoverflow.com/a/421832/21103898,Зонтик,819,0,0
Answer,"With due consideration, we've decided no network-wide, general policy regarding banning ChatGPT, or other AI generated content, is necessary or helpful at this time. However, as detailed in answer to: ""Is attribution required for machine-generated text when posting on Stack Exchange?"", we do consider AI generated content to be ""the work of others"" and the requirements for referencing must be followed for all such content on the network.
I want to be clear: I am not in any way intending to downplay the significance of ChatGPT, nor the disruption it has caused to the platform over the last few weeks.
Instead, we're going to stand by the comment I left on this post on December 5th:

While we evaluate, we hope that folks on network sites feel comfortable establishing per-site policies responsive to their communities’ needs.

Each site on the network is going to be impacted by ChatGPT (and its future iterations) in different ways. Of all the sites on the network, Stack Overflow was hit by far the hardest. However, we are measuring its impact both on Stack Overflow and across the network -- and, the impact of ChatGPT is currently diminishing everywhere. Some sites will see more or less activity on a given day, but outside Stack Overflow, it appears to be leveling off to a very slow trickle. On Stack Overflow, its usage rate is still falling quickly.
Because sites are impacted to such different degrees by the usage of ChatGPT, we encourage sites to create these policies as they become an issue. A blanket policy does no good if affected communities are not simultaneously developing the methods they use to combat the material problems they face. Instead, it risks being actively unproductive, by setting an expectation that sites will purge this content without giving them targeted tools to do so.
Our work internally progresses on identifying these posts and making our systems more resilient to issues like this in the future. We recognize that this is a shot across the bow, and the problem isn't going to go away in the long term. But for now, it seems we've weathered this storm mostly intact. As always, we'll reevaluate this decision in the future, if the circumstances warrant it.
And, of course, if any site experiences a volume of GPT posts that are cumbersome to manage, or a site needs any other support managing an influx of unwanted content, we are always happy to help apply the tools we have at our disposal.
",Slate,9829,25,1
Comment on Answer,Is this officially endorsed by StackExchange? pipedream.com/apps/stack-exchange/integrations/openai,Peregrino69,101,3,0
Comment on Answer,"@ShadowTheSpringWizard No; Stack Overflow is protecting Stack Overflow, because the ban arose out of community consensus there. As a Stack Overflow user, the process is that I flag suspected ChatGPT content via the normal flagging mechanism, then a Stack Overflow mod acts on that like any other flag. Each other Stack site is free to follow the same process and come to the same conclusions individually.",Karl Knechtel,7041,4,0
Comment on Answer,"@ShadowWizardChasingStars: If users are already unmotivated to try & prevent low-quality AI-generated content's flooding their site, then it's hard to imagine how the announcement of any network-wide policy will spur them into action. And I doubt the people posting this rubbish are paying any attention to policies.",Scortchi,3650,2,0
Comment on Answer,"@Shadow If a community is experiencing a serious disruption in their ability to manage content quality, we will happily support that community using the tools we have at our disposal. Rest assured, the plan here is not to throw network sites to the dogs. Rather, that sites need to develop their own guidance specific to how GPT and language learning models are misused in their communities - policies we plan to help support. Overall, though, the median daily volume is very, very low on all ~180 non-SO network sites & decreasing. And I'm monitoring that situation actively for unwanted changes.",Slate,9829,20,1
Comment on Answer,"@ShadowWizardChasingStars But they only declined to ban it now. They promise to reevaluate this decision in the future, if the circumstances warrant it. So if people start doing it (as you are so sure they will do), further actions may be taken.",Ad&#225;m,11376,8,0
Comment on Answer,"@Adám perhaps it's not flooding them now, but seeing there is no policy against it, and seeing a clear request to ban it officially declined, I'm 100% sure people will start doing exactly that at some point. It's easy rep.",Shadow Wizard,174620,5,0
Comment on Answer,"@ShadowWizardChasingStars Isn't Slate saying that in fact, ChatGPT-generated content isn't actually flooding non-SO sites?",Ad&#225;m,11376,18,0
Comment on Answer,"In very simple terms, this feels like you're protecting Stack Overflow while throwing the rest of the network below a bus and letting it get run over. Without clear policy, terrible low quality AI generated content will flood the sites, eventually bringing them down. And I really don't like that. It's sad, and I see it a terrible mistake.",Shadow Wizard,174620,19,0
Answer,"I disagree: we shouldn't blindly discriminate against AI. If ChatGPT provides a correct answer, then it shouldn't be deleted, provided it has the proper attributions. No need to waste human time if some AI can do it. However, if an SE user tends to post incorrect answers, then they should be banned.
Example of attribution that we could require users to add:

This answer was (partly) written by ChatGPT, but I have the expertise to confirm it is correct.

Notes:

The most upvoted answer is pretty much the same as this answer.
SO banned ChatGPT on the basis that it can generate a wrong answer, and Puzzling SE banned ChatGPT on the basis that it can generate a correct answer.


Follow-ups:

How often does ChatGPT give an incorrect answer to an SE question?
How can we identify ChatGPT-generated posts?
How good should a generative question-answering system or a language model be to be allowed to write answers on Stack Exchange?
Which online software to use to check answers on StackExchange for plagiarism?
How can a language model keep track of the provenance of the main knowledge/sources used to generate a given output?

",Franck Dernoncourt,48038,-54,0
Comment on Answer,"I think this is putting the cart before the horse. Deciding whether genAI produced a correct answer is what wastes considerable human time and is the reason for the initial ban; blindly trusting the author's expertise isn't the quality model of SE. Being in a situation were trustworthy, correct genAI answers are all we have simply isn't the situation that the SE sites encountered. (Since for puzzling SE verification is a lot different their motivation is of course different, even if they decided for a ban in the end too.)",MisterMiyagi,308,1,0
Answer,"I'm surprised it hasn't been mentioned that Quora has a bot that asks questions that humans then get suckered into answering.  It's awful.  I've abandoned Quora (turned off all email notifications) in response, and I think most people who learn about this are similarly turned off.
We should explicitly ban bot-generated answers AND questions, across SE, forthwith.
",WHO&#39;sNoToOldRx4Covid-CENSORED,775,13,0
Comment on Answer,"@WHO'sNoToOldRx4CovidIsMurder no need to paraphrase: Quora users (bots?) are copying a significant amount of Stack Exchange questions to Quora, without proper attribution",Franck Dernoncourt,48038,1,0
Comment on Answer,"And now they went the hyphen site way by erecting paywalls around old answers which were freely available for many many years. It only becomes apparent when trying read the rest of an answer by expanding it: ""Access this answer and support the author as a Quora+ subscriber"". Sample. Compensation.",This_is_NOT_a_forum,6664,1,0
Comment on Answer,"It used to be quite hard to identify the bot's questions but, As noted at the link, it's become somewhat easier if you know what to look for -- now there's an icon on 'em.",WHO&#39;sNoToOldRx4Covid-CENSORED,775,0,0
Comment on Answer,quora.com/….  I suppose this could be copied/paraphrased to a Q&A somewhere on SE.,WHO&#39;sNoToOldRx4Covid-CENSORED,775,0,0
Comment on Answer,I am not surprised. The awful moderation bots on Quora is sufficient reason to leave. Do you have some examples of such bot-generated questions.,This_is_NOT_a_forum,6664,3,0
Answer,"I agree with this proposal. We are operating under a similar policy on the Politics Stack Exchange site. While moderating and removing answers posted using this tool, I've noticed that the ChatGPT tool is particularly good at generating content which seems eminently plausible to someone without knowledge of the topic, which in some cases has led to arguments developing in comment threads. In one case, the poster of the AI-generated content appeared to be feeding the critical comments back into ChatGPT and posting its replies.
Furthermore, if AI-generated answers were allowed, this would jeopardise the Stack Exchange reputation system, which is meant to be a decent measure of expertise and trust that the community places in a user. Users obtaining reputation through posting AI-generated content would not, in my opinion, have demonstrated that they are worthy of that trust or measure of expertise.
",CDJB,1100,14,0
Comment on Answer,"Politics is primarily about persuasion and ""oughts"", not facts and ""ises"" - using the term ""plausible"" muddies the waters. If someone can be tricked into debating one's own political position with an overgrown language model that performs no critical thinking, that should be taken as a sign that the human in that exchange has also not met a minimum standard of critical thinking.",Karl Knechtel,7041,1,0
Comment on Answer,"@starball no pride, just knowledge exchange or improving one's reasoning ability.",Franck Dernoncourt,48038,2,0
Comment on Answer,"@FranckDernoncourt that sounds so... soulless. as a high rep user, don't you take some pride in the humanity of your style and thought-process?",starball,28971,2,0
Comment on Answer,"If high-rep users ""have demonstrated that they are worthy of that trust or measure of expertise"", why not trust them to only copy ChatGPT when it's correct?",Franck Dernoncourt,48038,1,0
Answer,"I believe any AI-generated content needs to be banned network-wide, because it is an attribution/plagiarism nightmare scenario
Some of the other answers have focused on the difficulties with moderating AI-generated content for correctness, accuracy, usefulness, etc., and I don't meaningfully disagree with those answers. But I do think there is a big, big problem, especially for a website network like Stack Exchange, which is the near-impossibility of properly attributing credit for the words that the AI is producing.
The main problem is that the vast majority of AI-generating algorithms publicly available, including ChatGPT, do not properly credit the sources that were used in the training model that the AI used to tune its internal model. This means that any answers generated by the AI are, de facto, plagiarism.
Many of these AI algorithms/organizations will obviate around the plagiarism issues in ways that avoid obvious legal culpability: ChatGPT, for example, refers to this data as ""human AI trainers"". But it remains the case that any use of these algorithms will constitute plagiarism until/unless stringent rules are applied to these organizations that they A) directly attribute every text that was used to train the AI model, B) only obtained these texts from authors that gave explicit, documented consent to have their texts used in these models, and C) document these contributions and make that data publicly available.
That doesn't necessarily mean it will never be appropriate to reference an AI-generated text per the normal Stack Exchange rules about quoting sources/using quote blocks in an answer (I have some skepticism about how often that will be appropriate), but I do think that this means—pending major ethical overhauls in AI-generated content—it will never be appropriate for AI-generated text to manifest as the body of an answer posted on this network.
EDIT: I don't know why this answer in particular is attracting users who seem ignorant about the relationship between Neural-Network AIs and actual biological human cognition, but to address a few recurring comments I've been seeing:
No, Neural Net AI Algorithms are not capable of Original Thought in the same way that humans are
Addendum: I am not saying that any/all AI Algorithms are not/will never be capable of original thought, but Neural Networks certainly are not.
Neural Networks get their name from a conceptual similarity between how biological neurons function and the abstract model of ""Neurons"" deployed in Neural Networks, which unfortunately has led to false equivalencies being made between the two, implying that human neurons and AI neurons are essentially equivalent or ""the same, but varying in speed/power/etc."", and it needs to be understood that this is fundamentally untrue.
There's a lot of technical reasons why the comparison isn't particularly cogent, but to reduce it down to the simplest form possible: the biggest reason that Neural Networks cannot produce original thought is because they're not trying to. Neural Networks are designed with 'emulation' of existing data as an end-goal. To use ChatGPT as an example, its goal is not to create original ideas, its goal is to produce text that its model detects, with high consensus, is similar to the text that a human* has already produced. Stable Diffusion and other AI-Art-Generating algorithms operate on similar principles, attempting not to produce original paintings, but instead to produce an image that is similar to images that humans have already created.
* as defined by the model's training data, which I am assuming consists entirely of human-produced content but it should be acknowledged this may not be the case since the sloppiness with which sources are pulled into the model can in many cases pull in other AI-generated content, which would train the model not to talk like a human but instead talk like an AI
A really good case study for this ""don't produce something original, produce something that resembles something that has already been created"" function of neural networks is a test I performed, using Stable Diffusion, where I described a hypothetical D&D character (""Githyanki Woman in Red Trenchcoat"") and had the algorithm try to generate an image. These were the produced results, which give us some important insights. The algorithm attempted to produce 4 images, and of those 4 images, two of them clearly modeled Cosplay photos (with some distressing facial distortion, which I'm guessing is the influence of the 'Githyanki' species modifier) and the other two generated... images of physical tabletop tokens, stand and everything.
It's not difficult to figure out what happened. The metadata of 'Githyanki' (a rare but playable humanoid species in some editions of Dungeons and Dragons) connected the algorithm to images that were created in Heroforge and other TTRPG token creators, along with cosplay photos of people modelling Critical Role characters (or their own original D&D characters). This is how the algorithm tried to establish 'similarity' between the images it created and the images it associates with the prompt provided.
But it's also very clear that none of the images produced are images that a human artist would create. In fact, the only way a human would produce any of those images themselves is if they had attempted to cheat the prompt—grabbing an image from a token generating website or a cosplay photoshoot and passing it off as their own work.
In other words, the AI did an exemplary job of replicating what a human committing blatant plagiarism might attempt to produce.

The reason I'm going into this long explanation and case study, aside from reinforcing my point about modern AI-generation algorithms only really being capable of committing mass-scale plagiarism, is to emphasize this point about these algorithms not being capable of original thought, and why arguments like ""it's just like a human brain!"" or ""humans don't have to cite their training, why should AI have to?"" are invalid. Some prompts are easier for the AI to replicate than others; certainly my example prompt broke the limits of what the AI was capable of replicating. But it's critical to understand that even when the AI is doing a much better job of reproducing what the prompt has asked it to generate, it's still doing the exact same thing as when it broke under the weight of my request: copying the data it found in its training data.
Now, the ethics of these algorithms can be solved: these algorithms could purge their databases, begin taking data only from artists who have explicitly consented to have their art/writing ingested, properly cite each work ingested, and make that data publicly available and easy to access, solving the widespread plagiarism I started out by addressing. I would even go a step further and argue that to be truly ethical the algorithm would also have to be able to cite the specific works whose influences composed the specific resulting output, but I'm guessing that might be technologically infeasible.
Important: something being ""technologically infeasible"" is not the same thing as saying ""so we don't/shouldn't have to care about it"". If AI-Art or AI-Writing can't be done ethically, I would argue it shouldn't be done at all, and whether or not running these algorithms ethically is a thing that can be done isn't in my purview.
But we need to dispose of this notion that these algorithms are, in any meaningful sense, engaging in original thought. They're not, and they're not truly replicating human thought, either at the macro level of human consciousness or at the micro level of individual brain neurons. Neural Networks are designed to emulate and reproduce existing works based on what the algorithm detects as being similar to those existing works, and they can be in some cases very uncanny replications, but they aren't original creations.
",Xirema,2070,48,0
Comment on Answer,"@Xirema Nietzsche called Kant the ""Great Chinese"" because he is really hard to understand. A hack? Not really... His critique of the Pure Reason is considered the beginning of the modern science... Anyway, your answer was interesting. That's the reason why I made those comments. Cheers!",Below the Radar,100,0,0
Comment on Answer,@BelowtheRadar Kant was a hack.,Xirema,2070,0,0
Comment on Answer,@Xirema maybe you could translate that article: philomag.com/articles/chatgpt-est-il-une-personne,Below the Radar,100,0,0
Comment on Answer,"@Xirema haha thank you for that funny answer. What is lacking in the discussion is the philosophical part. You have to define what is a creation before pretending that only human can do such. If you read Kant you would understand that the human mind is pre-determined and it's the ignorance of causes that determine us that make us beliving we have free will and can do creation. For what I know, GPT-4 would be able to made answer just like yours if I ask it to do so. Does it means your answer is not coming from an Original Though because an AI can do the same?",Below the Radar,100,0,0
Comment on Answer,"@BelowtheRadar As I said before, it's not really my purview to discuss how humans think or behave. It's just my perspective that people are strongly misrepresenting what these specific Neural Network type AIs are doing (and are capable of doing) and that's muddying the waters a great deal. A lot of the bigger philosophical questions you're alluding to are, in my opinion, putting the cart waaaaaay before the horse. Interesting topics for Sci-Fi writing, but not terribly germane to the practical reality of these software as they exist today.",Xirema,2070,0,0
Comment on Answer,"@Xirema When you create something can you make total abstraction of everything else you have seen and know before? I dont think so. The difference with the AI is that they use a huge memory that can remember almost everything that existed in a very precise way,  before creating something. Something AI dont have and that is underestimated in the creation process is emotions.",Below the Radar,100,0,0
Comment on Answer,"""the biggest reason that Neural Networks cannot produce original thought is because they're not trying to. Neural Networks are designed with 'emulation' of existing data as an end-goal."" Can we say the same thing for the human neuronal system? It is designed to emulate in some way the organization of data our senses and tools can see in the universe, the nature? Maybe an intelligent machine always try to emulate its creator?",Below the Radar,100,0,0
Comment on Answer,"@KarlKnechtel Well, more specifically, ""not trying to"" is colloquial synecdoche for ""was not programmed to do"". These neural networks can not try to produce original thought. And I'm dubious that any Neural Network type AI will ever be capable of original thought. If we create an AI someday that is capable of original thought, it probably won't be a Neural Network type AI.",Xirema,2070,1,0
Comment on Answer,"""the biggest reason that Neural Networks cannot produce original thought is because they're not trying to."" This makes it sound as if they could try to, which is rather frightening.",Karl Knechtel,7041,0,0
Comment on Answer,@JonathanReez Skynet is hiring.,KorvinStarmast,4492,0,0
Comment on Answer,"@JonathanReez IQ tests don't test critical thinking. If even Nobel prize winners, who have made novel contributions to the body of human knowledge, can fail to apply critical-thinking, how would ""capacity to solve IQ puzzles"" be indicative? (But I suppose I'm just making your point again. As a bonus, I haven't proof-read this comment, so I betcha I've made it a third time, too.) Regardless, experts tend to think about their subject matter, and those are the people who are answering questions on Stack Exchange.",wizzwizz4,24359,2,0
Comment on Answer,"@wizzwizz4 humans sometimes think about things. How often and how successful depends on the subject matter and the IQ of said person. If humans actually applied critical thinking all the time, we'd be living in a completely different world.",JonathanReez,2878,0,0
Comment on Answer,"@JonathanReez Humans think about things. Transformers do not think about things. The precise mechanics of human learning aren't relevant, because this distinction is enough to explain a lot of the difference between human output and ChatGPT output. (Ask ChatGPT not to plagiarise, and it'll tell you it's not plagiarising while plagiarising just as much.)",wizzwizz4,24359,3,0
Comment on Answer,@JonathanReez Which is why we don't want to introduce a tool that will make the problem exponentially worse.,Xirema,2070,0,0
Comment on Answer,@Kevin I wouldn't had to have added that section if I didn't keep getting comments from people insisting otherwise. There's already quite a few deleted comments on this answer from people doing that...,Xirema,2070,0,0
Comment on Answer,@Kevin people rarely cite their sources on Stackoverflow and many sites like Politics have a rampant lack of source attribution by humans,JonathanReez,2878,0,0
Comment on Answer,"@JonathanReez: I think the point that is being made here (underneath all the ""AIs are not like humans"" chatter, which IMHO is frankly just irrelevant and distracting), is that humans are normally expected to cite their sources, and ChatGPT is currently unable to do so. If you cite your sources, then as a rule, that is generally understood to be enough to defeat a charge of plagiarism. (There may be copyright issues if the text is very similar to the original, but that's a separate issue as Xirema's comment acknowledges.)",Kevin,5907,1,0
Comment on Answer,"The brain uses the biological equivalent of matrix multiplication to achieve the same result. My question is why it's fair for a human to read a few articles and then write their own ""original"" article on the subject but not fair for an AI to do the same thing. You seem to assume that the human brain does some ""magical"" process while in reality it ""auto completes"" text in a fashion not quite dissimilar to ChatGPT.",JonathanReez,2878,5,0
Comment on Answer,"@JonathanReez This isn't a debate about how Humans learn, it's about how AI learns, and specifically, how Neural Networks operate. Mass-scale Matrix Multiplication is not analogous to human learning.",Xirema,2070,9,0
Comment on Answer,"Um… humans don’t learn how to write text or code by reading the works of others? That’s certainly news to me. Humans need a significantly lower number of samples to learn something but the general principle is the same. There’s nothing magical about how our brain works, it’s just a neural network.",JonathanReez,2878,2,0
Comment on Answer,"@JonathanReez ""AI writing text by learning from other texts isn’t any different from humans doing the exact same thing."" This is not true. It's just flat-out completely false. Proselytizers for AI-generated content will sometimes make this claim because they want to capitalize on hype around AI and/or are jonesing for valuable Venture Capital funding, but the neural networks that power these algorithms are extremely unlike human thinking, and should not be treated as though they are performing original thought.",Xirema,2070,10,0
Comment on Answer,"We consider plagiarism to be bad because it allows credit to be stolen. No such concern exists for tools because they don’t require human input. If you can write amazing novels using ChatGPT, why should you give your tool any credit?",JonathanReez,2878,0,0
Comment on Answer,"AI writing text by learning from other texts isn’t any different from humans doing the exact same thing. You don’t have to attribute text you write to every single book on the subject that you’ve read. The tricky part is that prior to ~2021 any tool whatsoever was considered fair game to use to help you write text - spell checker, Google Translate, thesaurus, tools that help rephrase things, etc. But all of a sudden it’s claimed that this particular tool goes too far and no longer counts as a “tool”.",JonathanReez,2878,4,0
Comment on Answer,"@JonathanReez Beyond the question of whether any of the works used in the training algorithms for these AI are, in fact, subject to Copyright (they might or might not be; and the fact that we're not sure is kind of the root of the problem given that, again, these works are not properly cited), failure to properly cite those works would still constitute plagiarism regardless.",Xirema,2070,0,0
Comment on Answer,"@JonathanReez So Plagiarism and Copyright are orthogonal concepts. Works that are not subject to copyright can still be plagiarized (used without crediting the source), and you can commit copyright infringement without committing plagiarism (cited the source but used too much of the copyrighted work and violated Fair Use). Important Distinction.",Xirema,2070,11,0
Comment on Answer,"Does the term ""plagiarism"" make any sense for copying from a work not subject to copyright?",JonathanReez,2878,0,0
