User_ID,Username,User Reputation,Content,Is Moderator
1835379,Cerbrus,71472,"@Sklivvz we're not talking about people using CGPT as an assist. We're not talking about users that consistently fact-check their answers as they should. We're not talking about users that take pride in their contributions... These users are copy-pasting the output verbatim, not checking the validity of answers. That's the kind of use that's forbidden. That's the kind of use that will get your contributions deleted and account banned if it goes too far.",0
7028,Sklivvz,27239,"@Cerbrus read the title of this post... ""Use of ChatGPT generated text for posts on Stack Overflow is temporarily banned."" It's not what you say at all.",0
1835379,Cerbrus,71472,"And then you read the rest of the announcement and realize you're wrong: ""the posting of answers created by ChatGPT is substantially harmful to the site and to users who are asking or looking for correct answers."" (emphasis mine). Do you agree that blindly copy-pasting CGPT output to answers is irresponsible and abusive to the site?",0
2579738,BDL,21387,"[1/2] @Sklivvz: If you use ChatGPT as a research tool while composing your answer, test the output and adapt it before posting, then there is no real problem. But that's not what's currently happening. Users are just dumping ChatGPT answers without any testing or verification in very quick succession (yesterday: 20 answers in little more than an hour). A large number of them aren't even in the same programming language as the question, or are completely wrong.",0
2579738,BDL,21387,"[2/2]: The moderation is completely overloaded with that and the only fast way to stop it is to completely forbid ChatGPT usage until the problem solves itself (for example, ChatGPT isn't free of cost), or the moderation tooling gets better.",0
7028,Sklivvz,27239,"Honestly, I'm afraid I have to disagree with either point, but I don't want to keep discussing them in the comments, so this will be my last. The quote that Cerberus posted still makes no difference to my point. How a post was created is not a problem at all, the quality is the only issue, and it doesn't matter how it was made. You would not be able to tell which posts are created by ChatGPT anyways. And to BDL, I have to say that if the problem is moderation tools, then fix those. And you still need to moderate the same amount of answers anyways, right? Only now, it's more complex...",0
1835379,Cerbrus,71472,"""You would not be able to tell which posts are created by ChatGPT anyways"" experience disagrees... Ask several suspended users.",0
7028,Sklivvz,27239,How do you know? I did generate answers without posting and they were as good as any I've seen here.,0
6296561,♦Zoe is on strike,27583,"There's numerous recurring signs in both behavior of users and the text of the answers. Trust me, we can tell.",1
1835379,Cerbrus,71472,"@Sklivvz like we stated before, users that post a large amount of directly copy-pasted answers. The users stick out, the writing style is pretty consistent, and the answers are often just plain wrong, as good as they might look. I mean, if this wasn't a pattern we could recognize, we wouldn't be having this discussion in the first place.",0
1835379,Cerbrus,71472,"Look, I agree that we shouldn't necessarily be against AI-generated answers, but this ban isn't because the answers are AI-generated... It's because the answers suck.",0
5452781,mgear,1273,"but in reality, do we have any guarantee that ANY question is SO is verified, always correct, or harmful if used blindly? Of course not, so better have even partially working answers from AI - than no answer at all, that's the whole reason of having those vote buttons. (can add bigger warning icon there, ""this is AI generated answer"") *I think this issue is ""hot"" because people are too concerned about AI winning and taking their rep. points (or jobs).",0
6296561,♦Zoe is on strike,27583,"And more importantly, people fail at doing the one thing they're told to do; check the answers for accuracy, and provide sources. ChatGPT can be a fantastic tool for assisting with answers, but people don't use it that way. That is why it's a problem, and that's why we have to temporarily ban it while we get our ducks in a row",1
2579738,BDL,21387,"@Sklivvz: I don't think we had many users posting 20 low quality answers in an hour before. In the last three days, I found at least 10 such users without actively looking for them. So no, the amount we have to deal now isn't the same as before.",0
1835379,Cerbrus,71472,"@mgear no, a ""bad answer"" is not better than ""no answer at all"". And even if that were preferable, the user could just ask the AI. No point in copying that over to SO. This isn't about ""our precious rep"". It's about users dumping bad content on SO making even more work for the already overloaded team.",0
6296561,♦Zoe is on strike,27583,"More importantly, garbage answers dumped en masse from incorrect use of an AI, over time (but shockingly short time given the current volume), massively degrades the quality of the Q&A. If we don't deal with this, Stack Overflow has a future similar to Yahoo Answers; completely useless as a source of reference for anything",1
964243,Boann,48755,Even if the bot could generate good answers it would only be because it learned from ingesting Stack Overflow. If Stack Overflow were just a dump of autogenerated text it would neuter the bot's ability to further improve.,0
572,Thomas Owens,114945,"Can you elaborate on ""sanctions will be imposed"" in the body of the post? It seems like the initial reaction will tend closer toward suspension on first violation, but perhaps that's not the intent. We've had at least one obvious instance of this on Software Engineering and perhaps other less obvious instances and it maybe good to think about consistency in moderating this across the network, so having better clarity on what the SO mods are doing would be appreciated and helpful.",0
3773011,♦Makyen,32392,"@ThomasOwens The only action moderators have available which actually ""prevent[s] users from continuing to post such content"" is to suspend the user. However, saying ""sanctions"" is intended to indicate that mods will, and allow mods to, use judgement when dealing with the situation, rather than constraining with a policy requiring suspension. So, yes, it's very likely the mod response will be a suspension, but, as with almost all mod sanctions, the goal is to get the user to change their behavior to contributing positively, or at least not negatively, rather than straight punishment.",1
1084416,Peter Wood,23619,"I'd love to see a site where the questions were posed in terms of example inputs and expected outputs (along with a description of the problem, and attempt, and wrong outputs).",0
224132,Peter Cordes,340951,"What is ChatGPT? Apparently an AI that was just released recently? This meta question is the first I've heard of it (fortunately for me, apparently), after getting here from activity on a question with a newly posted+deleted answer. Unless we're actively avoiding linking to it to not encourage more people to use it, it seems to me like this featured meta post would be a good place to at least mention what it is and who created it, and whether it was even intended to generate truly usable SO answers.",0
63550,Peter Mortensen,30773,@Peter Cordes: It was on this meta (but downvoted questions (below -8?) are not in the default view) and on Über meta starting a few days ago (and continues).,0
5452781,mgear,1273,"@Cerbrus that is true (dumping 100% bad content would make the site filled with spam), but the reality is that its not all bad content. Personal experience: AI answers have saved me googling and typing probably tens of hours of work already.. so just cannot see why the need for total block. Bad users can do the same now already, google for answer, post it as is.",0
224132,Peter Cordes,340951,"@mgear: If an AI can answer a question, it doesn't need to be on SO at all unless the output is definitely curated by hand and checked to be good. Until we have a mechanism to verify that the person posting an AI's output as an answer has done that themselves (and well documented very harsh penalties for not having done that), a total ban is the only viable short-term mechanism.",0
63550,Peter Mortensen,30773,"There is even a perception of it producing correct answers (it doesn't appear to be facetious): ""Free @StackOverflow reputation hack: Answer questions using ChatGPT. Unironically works like 75% of the time. #StackOverflow #ChatGPT"" (my emphasis). Unless it is the reputation points hack that works.",0
3962537,Dan Mašek,18094,"Hmm, has the corporation responded to this yet? I don't see any sign of this on the blog or Twitter, just the usual rambling, and have yet to see a staff member even post a comment... (Thanks, mods, for putting all that effort in this).",0
6296561,♦Zoe is on strike,27583,"@DanMašek They're discussing it, whatever that means exactly. No idea when they'll start doing anything, if they'll do anything to help in the trenches",1
1612915,mattmc,479,"All the down votes and hostility towards integrating ChatGPT into SO is going to hurt the platform in the long run. I understand the arguments against it, but they're rash. I'm sensing fear, not rationality.",0
400654,Kevin B,94808,"@mattmc just because it exists, doesn't mean SO should provide it. If it's a useful problem solving tool it can be useful on its own. If it eliminates the need for SO, problem solved.",0
1612915,mattmc,479,"@KevinB you're correct. Just because something exists, doesn't mean they should provide it. However, in this context it makes sense. It also directly aids in addressing the concerns of the OP.",0
4642212,Sebastian Simon,18075,"Questions asking us to debug generated code are also banned, right? Example: Chatgpt generated sandbox game is broken, any ideas why?.",0
393146,David​‑Sarah Hopwood,348,Thankyou for this decision. To demonstrate part of the problem: mobile.twitter.com/feministPLT/status/1599773976871325696,0
4946380,Mithical,613,"@Kaiido - if you suspect a post of being generated via ChatGPT, please raise a moderator flag on the post with your suspicions",0
73226,Martin Smith,438195,Bountied questions (unsurprisingly) seem a bit of a honey pot for people using this. I saw one bountied question with 5 moderator deleted answers on it for this. No idea if that's a record!,0
1211175,Endre Simo,11156,"Honestly I'm not sure technically how this could be possible to be realized. To ask an AI like DALL-E or Stable diffusion to generate an image is another story, because you can pinpoint very easily that it was generated with an AI engine, but ChatGP produces answers with high confidence and accuracy.",0
73226,Martin Smith,438195,"@EndreSimo - high confidence certainly, not high accuracy though. If they were highly accurate likely the conversation here would be different. After looking at a few ChatGPT generated answers I'm beginning to be able to recognize them. They have some commonalities.",0
1815624,CrandellWS,459,I dont care if an AI or human writes answers to my questions ... but I do very much care the answer is accurate and useful. Stack is designed for this but just not the volume. I say extreme temporary measures is fine to sever the AI flood as best as possible but it should only be temporary as I may have my own history on stack to point at this does not help new people joining which one day might be my children.,0
5603247,Hans Olsson,10378,"I don't see that the result is ""crap"", but it isn't good enough either. It could be that we have reached another uncanny valley. Consider the LaTeX example at gpt3demo.com/apps/chatgpt - It has useful points about rendering equations (although some of that may be irrelevant if it truly is just ""an equation""), but the output doesn't match what it says, and it falsely claims the code at the end produces the same output despite being rendered subtly differently. It could be useful as a starting point for experimenting, but not directly as an answer.",0
5325862,camille,16374,"I was curious how easily you would be able to tell ChatGPT answers, but then I happened upon this question that got 2 answers with the same robotic structure. It's not my wheelhouse enough to know whether the code is any good",0
11047824,zcoop98,2451,"@JoshuaD I'd argue that it's not a bad thing, but that's not what this ban is designed to counteract. The point of this policy is to help stem the flow of bad answers generated by an AI that has no means of verifying actual correctness, posted by users who aren't bothering (or are actively refusing) to check for accuracy. Using an AI to help you come to good answers isn't bad, and isn't banned here. Citing that as a source is a grey area, but all of that is beside the point– the posts at issue here are the ones that are wholesale copies of AI responses with zero adjustment/ fact checking.",0
3689450,VLAZ,27154,"@JoshuaDance because the generated content has problems with 1. actually working 2. not being terrible code (some is passable or OK but not great). So, you know two things you really don't want to compromise on. It further has non-code issues, like explaining how something works; contradicting itself for explanations; not even understanding what the question is, thus answering something that matches similar keywords. So, yes - the answers are a bad thing. The policy wouldn't be here if the answers were OK.",0
1663001,DavidG,113017,"If people really want AI-generated answers then someone else can make a website for it. I want human-generated content on Stack Overflow. Nothing against the AI stuff, but it's a million miles away from being useful here for now.",0
4200997,Paul Dejean,3584,"@Larnu you asked ""what can we, as curators, do?"" The answer is to look for a pattern of behavior from a user. It's hard to tell from a specific answer if it's AI generated, but if you look at a user's pattern of answers the picture should clear up a lot.",0
2157772,gparyani,1968,This made the press: vice.com/en/article/wxnaem/…,0
8025936,schuelermine,2016,"RE a lot of people saying this ban should be permanent: Can’t we just downvote unhelpful answers once the influx of ChatGPT posts has slowed down so it’s manageable? We might still ban accounts that try to spam unvetted ChatGPT answers but I don’t see how the potential for inaccuracy (also present in humans) is grounds to ban this tool, given effective methods for accuracy determination exist.",0
3689450,VLAZ,27154,"@schuelermine ""once the influx of ChatGPT posts has slowed down so it’s manageable"" would this really happen, though?",0
541686,user541686,205304,"@ZoestandswithUkraine: How confident are you that this post was AI-generated? (How do you know?) It sounded human to me when I read it, and it was quite helpful too!",0
1835379,Cerbrus,71472,"A perma-ban is perfectly feasible, as AI-text-detection AI is being developed at the same pace as text-generation AI is.",0
6048010,sgfit,183,"""There are also many people trying out [...] to create answers, without the expertise or willingness to verify that the answer is correct prior to posting."" So how is it any different from content made in the past fifteen years of StackOverflow's gamification of Q&A?",0
6296561,♦Zoe is on strike,27583,"@user541686 User and text patterns both line up with CGPT. There's more to CGPT recognition than just text content in many cases, and this is solidly one of the cases where a multitude of factors contribute. That said, all the obvious text content signs are there",1
3689450,VLAZ,27154,"@sgfit the scale. Posting 19 answers in the span of one hour was not a frequent occurrence before. Moreover, they'd produce more easily detectable wrong answers, rather than the ""fluent bullshit"" that ChatGPT produces.",0
4711754,Andrew Allen,6588,"if they can really verify it's a good correct answer they should have been able to write it themselves Sure, but it takes 30 seconds to write a prompt and have ChatGPT generate an answer with code. Doing the same manually can take up to 10 mins due to tedious formatting. As a poster with knowledge I can edit and refine. Notable there's a meta post saying github copilot code is fine.",0
6471538,Robert Columbia,6358,"@AndrewAllen indeed, I've done something similar when translating between languages that I speak. Instead of manually translating every sentence, I machine translate the entire thing and then manually fix vocabulary, grammar, meaning, and style errors until I am satisfied with the result. It takes less time than it does to manually translate it sentence-by-sentence.",0
1485872,Ander Biguri,35328,What about chatGTP generated Questions. This user generated code with chatGTP and its trying to get help fixing it: stackoverflow.com/questions/74725785/…,0
2756409,TylerH,20939,"""the posting of answers created by ChatGPT is substantially harmful to the site"" Especially when they are not disclosed as generated text.",0
10134209,gidds,12832,"I'm glad this page explains (or at least links to) what ‘GPT’ actually is! The policy page gives no clue (and Wikipedia was no help), making it very confusing…",0
1536976,NoDataDumpNoContribution,10500,"@saxbophone ""...how you are going to reliably enforce it..."" Nobody really knows that. It's probably not that easy. This announcement here is more for deterrence. It details the penalty but doesn't reveal how one exactly recognizes the use of this bot.",0
263268,Steve Bennett,77435,"I'm all in favour of making it permanent. I don't see how anyone is benefited from auto-generated text being dumped here. If you have the skills to carefully review the generated text, you can probably edit it enough that it's not just generated text anymore.",0
19214431,YungDeiza,2690,I don't know why anyone would have even thought that would be acceptable,0
294884,Fattie,32062,The penalties for wasting user's time on SO with tik-tok bots should be much more draconian than suggested.,0
19023745,z.g.y,5861,"I'm not smart, but just a curious lurker and already did some research about ""what is chatGPT"", one of the answers in this thread quoted a feedback by an AI generated from ChatGPT and its hillarious, may I humbly ask to give an S.O example (in stackoverflow, a java,android or python) question where an answer has been done by a ChatGPT or answered by the AI?, please excuse how I asked it, but I hope you get what I mean. Thank you",0
5382650,Craig Estey,31032,"I've heard about this recently for another non-SE site. Maybe we need a ""blue check mark"" for logins from subject-matter experts? :-)",0
616460,Jason C,38921,"I don't know why this would be temporary instead of permanent. Even if AI-generated answers were hypothetically always perfect, the whole core of SE is the human community. It's not like other sites couldn't exist to serve an AI purpose. I don't come here to talk to bots.",0
616460,Jason C,38921,"@CraigEstey ""We"" don't. Some people might. You do. Nothing bad about that. People have a wide variety of experiences here. Personally, I assign more weight to higher voted answers, or to helpful ones. Still, it's been stated in the past that that's what the philosophy here is, and I really wish I could recall where off the top of my head but I'd have to dig deep (probably, it's just encoded in various random comments from community mods and employees back in the day), so, sorry about that. :/",0
63550,Peter Mortensen,30773,"@user541686: Re ""How confident are you that this post was AI-generated?"" It is very clear from the writing style (e.g., the terseness, missing capitalisation of sentences, ""try this"" answers (code dumps), and missing articles); compare the AI one with the previous answers. The last (human) post was two weeks prior. They can't change writing style overnight (e.g., it is impossible to learn to use articles if your native language doesn't contain them).",0
63550,Peter Mortensen,30773,"Re ""impossible"": There are exceptions of course, but they are very very few.",0
63550,Peter Mortensen,30773,"Or in other words, if there are more than a few prior answers, it is easily detectable.",0
15073157,thebluepandabear,203,"@SteveBennett no, it should most certainly not be permanent nor temporary. ChatGPT has the potential to improve this site by a lot. I hope this decision will be reversed in the future, because I believe that this site can flourish if we work alongside ChatGPT to help answer users' questions. And again, many people are saying ChatGPT provides bad answers, but many times that I've tried it it has provided good answers, and if it doesnt the user can always make the appropriate changes. Welcome to the new age.",0
1835379,Cerbrus,71472,"@tomtomkt you completely misunderstand ChatGPT. It's not made to understand what it is writing. It's pretending to understand to make something that looks like an answer. It does not know how to write a technically correct answer, and it can't know, because that's not the goal of that technology. You're convinced that ChatGPT is the solution based on a misconception and a lack of understanding of how that AI generates text.",0
5459839,trincot,325422,"The time will come when systems like ChatGPT will consistently provide good answers, beating 99% of the answers that this community provides. The question is not if this will ever happen. The question is when, and will Stack Overflow be ready to embrace it.",0
1536976,NoDataDumpNoContribution,10500,"@trincot That time may come but isn't now. So far the automatically generated answers almost always miss the point. I don't actually blame them, since many human answerers equally struggle to give good advice. For the sake of progress we should monitor the quality of automatically generated answers and if it even comes close to human answers (not in terms of language but in terms of content) we should allow them again. I'm sure StackOverflow will be ready by then or if not, somebody else will. Right now, this is the right decision.",0
1536976,NoDataDumpNoContribution,10500,"@Cerbrus ""something that looks like an answer"" Remembers me a bit of duck typing. If it looks like an answer and if it answers something, then it is an answer (however it was generated). But this is probably for the future, so far the answering power of this particular bot is underwhelming.",0
1835379,Cerbrus,71472,"The problem is that it doesn't answer anything, @Trilarion. It only pretends to do so.",0
263268,Steve Bennett,77435,"To all the people who are arguing ""but ChatGPT writes good answers"" - if that is the case, we don't need to store those answers on StackOverflow. You can simply directly query ChatGPT and use whatever answer it comes up with. Or someone can make a competing platform that is primarily based around AI-generated answers to questions. (Obviously I do not think this is currently the case).",0
1536976,NoDataDumpNoContribution,10500,"@Cerbrus ""It only pretends to do so."" This is too philosophical for me. I tried it out and my impression was that it is powered by a certain amount of knowledge. It's not only pretending to answer it actually does answer a bit.",0
1835379,Cerbrus,71472,"@Trilarion It has no knowledge of what the correct answer is. It's estimating what a likely combination of words would be in a certain context. The technology simply isn't made to account for ""truth"", it's only trained on a whole load of data that's (probably) true, so it's more likely to answer somewhat correctly, instead of spouting complete gibberish.",0
1536976,NoDataDumpNoContribution,10500,"@Cerbrus Sure, that explains why it's not very useful here. Maybe further improvements are possible in the future, but in the end I don't want to dismiss it purely for philosophical reasons. That's why I want to stress that every content is standing on its own, regardless of who generated it and regardless of how much the generator was able to verify the truth. I tried myself and I found it somewhat helpful. I was actually surprised. I could go into more detail, but while it's no expert by far, it's kind of a well-informed beginner level maybe currently. And it kind of reasons a bit.",0
1536976,NoDataDumpNoContribution,10500,"@SteveBennett ""...if that is the case, we don't need to store those answers on StackOverflow..."" That is a bit against the philosophy of SO so far. SO was supposed to be a knowledge library. Even if knowledge could be found elsewhere, we also wanted to include it here (you never know how long external resources exist). Therefore the question should never be, if you can find something also outside. If something is good in answering question (and I don't think ChatGPT is there yet) it should also be here. But I may be mistaken there.",0
1835379,Cerbrus,71472,"The problem with ""Further improvement"" is that you'd need to build the concept of ""fact-checking"" into the AI. That's so much beyond the scope of how that algorithm works, there's no way that's gonna happen any time soon. There is absolutely no point to speculating ""What if CGPT can be correct"", because that's simply not a factor in the algorithm. It also gets beginner questions wrong. It answers in the wrong language, it answers with outdated code... @Trilarion, just because you got a few good (decent) answers doesn't mean it doesn't consistently generate crap as well.",0
2288659,Silvio Mayolo,62452,"I just want to say thank you again for making this the official policy and empowering us mortal users with the ability to do something about this abuse, more than just downvote and move on. I am genuinely shocked at the number of ""ChatGPT"" moderator flags I've had to raise in the past two weeks (and I don't go out of my way looking for them; I just flag what I see in the normal course of answering questions in my areas of expertise)",0
1835379,Cerbrus,71472,@Dims Who's gonna pay for that? And why should AI-generated answers be on SO when a user can just ask the AI instead?,0
223752,Nitin Sawant,7248,I wonder how you detect chatGPT generated text,0
9110576,Haseeb Hassan Asif,415,@NitinSawant that policy will not and should not be revealed and if anyone knows it he would not share because people find ways to go around it and that too just for some imaginary score in an artificial platform(i.e. stackoverflow). Maybe you can ask chatGPT that question :),0
1521620,WHO's NoToOldRx4CovidIsMurder,498,"@Larnu asked ""what can we, as curators, do?"" A better answer is that AI is great at looking for a pattern of behavior to tell from a specific answer if it's AI generated, so I propose SE should get a system up doing this running soon. (I don't think moderators should have to set up/run it.). See ilovefreesoftware.com/10/tutorial/…",0
3623574,Summer​‑Sky,446,My hope is that GPT helps me and others with our disability / language barrier .,0
1416144,Sławomir Lenart,5717,"but => GPT which suggests that your question can be a duplicate, and gives you a list of references. or saying that your pending question is off-topic. And giving references as well. Or GPT detecting that your question/answer is GPT-made. Small step-by-step implementation and adoption like this make sense to me.",0
3639581,Duane,4132,"Stackoverflow is dead, it's just a matter of time now. Chatbots are the future. Banning them from the site is not going to save stack overflow, just like banning social media posts that MSM doens't like isn't going to save the MSM. The future is here... catch the wave or die.",0
616460,Jason C,38921,"@Duane SO isn't the only SE site, and allowing verbatim pasted answers from bots isn't the only way to ""catch the wave"". For example, reframing ""research your question before posting"" from ""search the internet before posting"" to ""search the internet and ask a bot before posting"" is an equally real way to embrace bots as a norm (as is a change of attitude where ""ask a bot"" becomes considered implicit in ""search the internet"" -- this also indicates acceptance of a new norm).",0
616460,Jason C,38921,"In fact, it might be interesting to have the ""search as you type"" filter that already exists instead present GPT-generated answers as potential solutions. This could easily (and greatly) improve the quality of questions that do get posted.",0
13338,Jeff,3534,"Wow, the Luddite movement is still going strong 400 years later. There is no way to determine if an answer comes from an AI or not. Banning will just waste time and result in the wrong people getting banned. Secondly, SO will quickly identify good from bad answers. Why should anyone care where the good answers come from?",0
1377097,beaker,16341,"@Jeff The reason that we care is that the sheer volume of bad answers coming from ChatGPT was overwhelming SO's ability to review those answers. As an aside regarding Luddites, I found this an interesting read.",0
1048170,Dominic Cerisano,3216,Stackoverflow does not seem to have a choice other than to integrate and train AI moderators. I suspect the temporary ban is to give SO the time to do exactly that. See huggingface.co/openai-detector for a GPT-2 detector that easily detected fake GPT-3 text from @Jean-François Fabre's post below.,0
3639581,Duane,4132,"@JasonC Except ""allowing verbatim pasted answers"" isn't whats being discussed here is it? It's all answers.. good or bad. I have got plenty of great answers from a correctly prompted chat GPT. I've got plenty of bad answers from SO users. The solution is simple.. vote down the bad ones. If SO can't do it.. they are finished! bye!",0
445303,The Muffin Man,6290,"It's pretty silly how many people are obviously threatened by this technology and are quick to write it off based on a few initial short comings. One thing to consider is we'd all by dumb to believe many people aren't doing quick research on other sites before forming any answer so what is the difference if they use chat gpt as a base line? If people are straight up copy and pasting an answer that is somehow terribly wrong that's an issue separate from chat GPT itself. Personally, I've found chat gpt to be a significantly better resource in most of my SO questions lately.",0
2028364,Amreesh Tyagi,6,"IMO,SO can provide one AI alternate on different domain/tld e.g. stackoverflow.ai. People interested in AI answers can go to that site. Later on after 2 or 5 years, analyse trend & make some decision if AI is doing good or not for SO community. Of course,AI needs to learn from human answers to give consistent good result for centuries aligned with human behaviour and IQ level,otherwise AI may be reaching to a superlative point giving answers which are non understandably by common IQ humans but only by scientist or machines in later stages.In that case it will be a disaster for humanity.",0
1079354,Makoto,103896,So at what point are y'all going to make this permanent? What is the barrier preventing you from doing so?,0
11173412,Валерий Заподовников,196,It's also completely unenforceable. I propose to reverse this and get some positive press on this. Cause the political demage from this one was big.,0
